sessionId,participantId,scope,paperKey,paperTitle,condition,orderPosition,questionId,questionText,questionType,finalAnswer,firstAttemptAnswer,firstAttemptCorrect,finalCorrect,wrongAttemptsBeforeCorrect,manualShortAnswerCorrect,manualShortAnswerRationale,scoring_status,difficulty_rating,questionPresentedOrder
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q1,"After applying all inclusion criteria and filtering, how many articles were ultimately included in the meta-analysis?",multiple_choice,B,B,True,True,0.0,,,,,2.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q2,"The paper states two primary research comparisons it investigates. What are they, and how does the result of one change how you should interpret the other?",free_text,"They compare human vs XAI performance, and also AI vs XAI performance. Since XAI doesn’t do better than AI alone, it means the gains are really from having AI support, not necessarily from explanations themselves.","They compare human vs XAI performance, and also AI vs XAI performance. Since XAI doesn’t do better than AI alone, it means the gains are really from having AI support, not necessarily from explanations themselves.",,,,1.0,Both comparisons + correct interpretation.,scored,,4.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q3,Which of the following was NOT listed as an inclusion criterion for studies to be included in the meta-analysis?,multiple_choice,D,B,False,True,1.0,,,,,1.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q4,"The subgroup analysis compared tabular and text data types. What did the results show for each, and what explanation do the authors offer for the difference?",free_text,"For tabular data, XAI didn’t really improve performance compared to humans alone, but for text data there was a clear improvement. The authors suggest this might be because text tasks are more natural for people to reason through, so they can better use explanations.","For tabular data, XAI didn’t really improve performance compared to humans alone, but for text data there was a clear improvement. The authors suggest this might be because text tasks are more natural for people to reason through, so they can better use explanations.",,,,1.0,Correct outcomes + explanation.,scored,,3.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q5,"What was the standardized mean difference (SMD) found when comparing XAI-assisted performance to human performance alone, and was it statistically significant?",multiple_choice,B,B,True,True,0.0,,,,,10.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q6,The authors used a random-effects model rather than a fixed-effect model for the meta-analysis. What was the stated reason for this choice?,multiple_choice,B,D,False,True,2.0,,,,,9.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q7,"The paper identifies two potential mechanisms by which XAI could improve decision-making performance. What are these two mechanisms, and which one did the qualitative review find stronger evidence for?",free_text,The two mechanisms are helping users understand the task better and making them trust the AI less when it’s wrong. The review mainly finds stronger evidence for better understanding rather than changes in trust.,The two mechanisms are helping users understand the task better and making them trust the AI less when it’s wrong. The review mainly finds stronger evidence for better understanding rather than changes in trust.,,,,0.0,Mechanisms incorrect and dominant one wrong.,scored,,6.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q8,Which of the following was identified as a key limitation of the AI-assisted vs. XAI-assisted comparison specifically?,multiple_choice,C,C,True,True,0.0,,,,,5.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q9,The qualitative review highlights contrasting findings across individual studies regarding how explanations affect users' acceptance of AI advice. Describe these contrasting findings and which studies reported them.,free_text,"Some studies like Bansal et al. and van der Waa et al. show explanations make people more likely to follow AI, even when it’s wrong, while others like Fügener et al. show explanations can actually reduce reliance. So the effect is kind of mixed depending on the setup.","Some studies like Bansal et al. and van der Waa et al. show explanations make people more likely to follow AI, even when it’s wrong, while others like Fügener et al. show explanations can actually reduce reliance. So the effect is kind of mixed depending on the setup.",,,,1.0,Both sides + named studies.,scored,,7.0
-w3AvKVnaBWV,P01,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,all_highlights,2,p5q10,"The authors raise an ethical concern in the discussion section related to one of their findings. What is this concern, and which finding prompted it?",free_text,They’re concerned that explanations might overwhelm users with too much information and make decision-making harder. This comes from findings that explanations don’t always improve performance compared to AI alone.,They’re concerned that explanations might overwhelm users with too much information and make decision-making harder. This comes from findings that explanations don’t always improve performance compared to AI alone.,,,,0.0,Ethical concern is incorrect; does not match manipulation/over-reliance finding.,scored,,8.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q1,"What was the final sample size used for hypothesis testing in Study 2, and what data collection design was used?",multiple_choice,B,B,True,True,0.0,,,,,2.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q2,"The paper presents competing hypotheses about sensitivity to rewards. What were the two competing predictions, which one was supported, and what reasoning do the authors give for the result?",free_text,"They predicted reward sensitive students might either use ChatGPT more to get better grades or avoid it to protect their grades. The second was supported, since these students avoid ChatGPT due to fear of penalties or academic risk.","They predicted reward sensitive students might either use ChatGPT more to get better grades or avoid it to protect their grades. The second was supported, since these students avoid ChatGPT due to fear of penalties or academic risk.",,,,1.0,"Both hypotheses, supported result, and reasoning clearly stated.",scored,,3.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q3,Which of the following hypotheses was NOT supported by the results of Study 2?,multiple_choice,C,B,False,True,1.0,,,,,9.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q4,"Study 1 began with 12 scale items and ended with 8. Describe the process by which items were reduced, including what criteria were used and which specific items were dropped.",free_text,"They first used expert review to reduce 12 items to 10, then used EFA and removed items with low loadings and communalities. The dropped items were “I can’t think of studies without ChatGPT” and “Use of ChatGPT is common nowadays.”","They first used expert review to reduce 12 items to 10, then used EFA and removed items with low loadings and communalities. The dropped items were “I can’t think of studies without ChatGPT” and “Use of ChatGPT is common nowadays.”",,,,1.0,"Includes process, criteria, and specific dropped items.",scored,,5.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q5,"What statistical method was used to test the hypotheses in Study 2, and what was the stated reason for choosing it?",multiple_choice,B,D,False,True,2.0,,,,,8.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q6,"What was the measured effect of ChatGPT usage on students' academic performance (CGPA), and how was academic performance operationalised in this study?",multiple_choice,C,C,True,True,0.0,,,,,7.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q7,"The paper tests ChatGPT usage as a mediator. For which antecedents and which outcomes was the mediation supported, and for which was it not supported?",free_text,"Mediation was supported for workload and time pressure across all outcomes, and for reward sensitivity on procrastination and memory loss but not performance. It was not supported at all for sensitivity to quality.","Mediation was supported for workload and time pressure across all outcomes, and for reward sensitivity on procrastination and memory loss but not performance. It was not supported at all for sensitivity to quality.",,,,1.0,Correct mappings and mediation directions.,scored,,4.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q8,Which of the following was cited as a key limitation of the study's causal claims?,multiple_choice,B,A,False,True,2.0,,,,,1.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q9,"The authors offer a practical recommendation for educators in response to the finding that workload and time pressure drive ChatGPT usage. What is this recommendation, and how does it relate to the study's results?",free_text,Authors suggest managing workload and deadlines better and encouraging students to use ChatGPT as a support tool instead of a shortcut. This is because higher workload and time pressure were shown to increase ChatGPT usage.,Authors suggest managing workload and deadlines better and encouraging students to use ChatGPT as a support tool instead of a shortcut. This is because higher workload and time pressure were shown to increase ChatGPT usage.,,,,1.0,Recommendation explicitly tied to workload/time pressure finding.,scored,,6.0
-w3AvKVnaBWV,P01,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,contextual_highlights,3,p6q10,The paper argues that excessive ChatGPT usage leads to memory loss. What theoretical mechanism do the authors propose to explain this link?,free_text,The paper argues that overuse reduces cognitive effort and active learning. This weakens memory formation since students rely on AI instead of engaging mentally with the material.,The paper argues that overuse reduces cognitive effort and active learning. This weakens memory formation since students rely on AI instead of engaging mentally with the material.,,,,1.0,Mechanism chain clearly explained.,scored,,10.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q1,"What was the final sample size used for hypothesis testing in Study 2, and what data collection design was used?",multiple_choice,B,B,True,True,0.0,,,,,5.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q2,"The paper presents competing hypotheses about sensitivity to rewards. What were the two competing predictions, which one was supported, and what reasoning do the authors give for the result?",free_text,"The study proposed a dual-path prediction: reward-sensitive students might either increase ChatGPT usage to optimize grades or decrease usage due to perceived academic risk; empirical results supported the latter, indicating a negative relationship, likely driven by risk aversion and fear of academic penalties.","The study proposed a dual-path prediction: reward-sensitive students might either increase ChatGPT usage to optimize grades or decrease usage due to perceived academic risk; empirical results supported the latter, indicating a negative relationship, likely driven by risk aversion and fear of academic penalties.",,,,1.0,"Both hypotheses, supported result, and reasoning clearly stated.",scored,,6.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q3,Which of the following hypotheses was NOT supported by the results of Study 2?,multiple_choice,C,C,True,True,0.0,,,,,3.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q4,"Study 1 began with 12 scale items and ended with 8. Describe the process by which items were reduced, including what criteria were used and which specific items were dropped.",free_text,"The researchers initially generated 12 items, reduced them to 10 after expert review to ensure content validity, and then applied exploratory factor analysis (EFA), where 2 items (items 4 and 9) were removed due to low factor loadings and communalities, resulting in a final 8-item scale with acceptable reliability and validity.","The researchers initially generated 12 items, reduced them to 10 after expert review to ensure content validity, and then applied exploratory factor analysis (EFA), where 2 items (items 4 and 9) were removed due to low factor loadings and communalities, resulting in a final 8-item scale with acceptable reliability and validity.",,,,1.0,"Includes process, criteria, and specific dropped items.",scored,,1.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q5,"What statistical method was used to test the hypotheses in Study 2, and what was the stated reason for choosing it?",multiple_choice,B,B,True,True,0.0,,,,,9.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q6,"What was the measured effect of ChatGPT usage on students' academic performance (CGPA), and how was academic performance operationalised in this study?",multiple_choice,C,C,True,True,0.0,,,,,8.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q7,"The paper tests ChatGPT usage as a mediator. For which antecedents and which outcomes was the mediation supported, and for which was it not supported?",free_text,"ChatGPT usage functioned as a mediator linking workload and time pressure to all three outcomes (procrastination, memory loss, and academic performance), and also mediated the effects of sensitivity to rewards on procrastination and memory loss (but not academic performance), while no mediation effects were observed for sensitivity to quality.","ChatGPT usage functioned as a mediator linking workload and time pressure to all three outcomes (procrastination, memory loss, and academic performance), and also mediated the effects of sensitivity to rewards on procrastination and memory loss (but not academic performance), while no mediation effects were observed for sensitivity to quality.",,,,1.0,Correct mappings and mediation directions.,scored,,4.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q8,Which of the following was cited as a key limitation of the study's causal claims?,multiple_choice,B,B,True,True,0.0,,,,,2.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q9,"The authors offer a practical recommendation for educators in response to the finding that workload and time pressure drive ChatGPT usage. What is this recommendation, and how does it relate to the study's results?",free_text,"The authors recommend optimizing academic workload distribution and reducing excessive time pressure, while promoting controlled, complementary use of ChatGPT, since the data show that high workload/time pressure increases reliance on ChatGPT, which subsequently degrades performance through increased procrastination and reduced cognitive engagement.","The authors recommend optimizing academic workload distribution and reducing excessive time pressure, while promoting controlled, complementary use of ChatGPT, since the data show that high workload/time pressure increases reliance on ChatGPT, which subsequently degrades performance through increased procrastination and reduced cognitive engagement.",,,,1.0,Recommendation explicitly tied to workload/time pressure finding.,scored,,7.0
1Y5j3zzSLiPn,P23,paper,paper6,Is it harmful or helpful? Examining the causes and consequences of generative AIusage among university students,all_highlights,1,p6q10,The paper argues that excessive ChatGPT usage leads to memory loss. What theoretical mechanism do the authors propose to explain this link?,free_text,"The proposed mechanism is reduced cognitive load engagement: frequent outsourcing of problem-solving to ChatGPT diminishes active processing and memory consolidation, leading to weaker retention and gradual cognitive offloading effects.","The proposed mechanism is reduced cognitive load engagement: frequent outsourcing of problem-solving to ChatGPT diminishes active processing and memory consolidation, leading to weaker retention and gradual cognitive offloading effects.",,,,1.0,Mechanism chain clearly explained.,scored,,10.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q1,The study found that knowledge workers self-reported enacting critical thinking in approximately what proportion of their GenAI task examples?,multiple_choice,C,C,True,True,0.0,,,,,4.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q2,"The paper states two explicit research questions. What are they, and how do they differ from each other?",free_text,"RQ1 examines when and how critical thinking is enacted during GenAI use, whereas RQ2 investigates how GenAI alters the perceived effort associated with different critical thinking activities. The distinction lies in presence/behavior vs effort modulation.","RQ1 examines when and how critical thinking is enacted during GenAI use, whereas RQ2 investigates how GenAI alters the perceived effort associated with different critical thinking activities. The distinction lies in presence/behavior vs effort modulation.",,,,1.0,Clearly distinguishes enaction vs effort.,scored,,6.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q3,Which of the following was NOT identified as a key motivator for critical thinking among knowledge workers using GenAI?,multiple_choice,C,C,True,True,0.0,,,,,10.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q4,"The paper describes a shift in cognitive effort for Analysis, Synthesis, and Evaluation. What specific shift did the authors observe, and what new role does this create for knowledge workers?",free_text,The study identifies a transition from primary task execution (analysis/synthesis) to secondary oversight (evaluation and verification). This effectively repositions knowledge workers as system-level evaluators or supervisors of AI-generated outputs.,The study identifies a transition from primary task execution (analysis/synthesis) to secondary oversight (evaluation and verification). This effectively repositions knowledge workers as system-level evaluators or supervisors of AI-generated outputs.,,,,1.0,Clear shift + explicit new role.,scored,,7.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q5,"According to the regression analysis, which factor had the strongest negative association with perceived enaction of critical thinking?",multiple_choice,B,A,False,True,1.0,,,,,8.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q6,"The paper reports both motivational factors and ability barriers that influence whether knowledge workers engage in critical thinking when using GenAI. How do these two interact, and what does this imply about when critical thinking is most likely to break down in practice?",free_text,"While motivation (e.g., quality assurance, risk avoidance) encourages critical thinking, ability constraints, such as difficulty refining AI outputs or limited domain expertise, can still inhibit it. This suggests breakdowns occur primarily when task complexity exceeds the user’s evaluative or corrective capacity.","While motivation (e.g., quality assurance, risk avoidance) encourages critical thinking, ability constraints, such as difficulty refining AI outputs or limited domain expertise, can still inhibit it. This suggests breakdowns occur primarily when task complexity exceeds the user’s evaluative or corrective capacity.",,,,1.0,Explains interaction + breakdown condition clearly.,scored,,2.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q7,The paper classifies knowledge workers' critical thinking practices into three workflow phases. Which of the following is NOT one of those phases?,multiple_choice,B,B,True,True,0.0,,,,,5.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q8,"The paper identifies ability barriers that prevent workers from enacting critical thinking even when motivated. What are these barriers, and which did the largest number of participants report?",free_text,"Key barriers include limited capacity to refine outputs, insufficient domain knowledge, and difficulty interpreting AI responses in unfamiliar contexts. The most prominent issue reported was difficulty improving or correcting AI-generated content.","Key barriers include limited capacity to refine outputs, insufficient domain knowledge, and difficulty interpreting AI responses in unfamiliar contexts. The most prominent issue reported was difficulty improving or correcting AI-generated content.",,,,0.0,Does not clearly identify both barriers AND the most common one.,scored,,9.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q9,"Across all six cognitive activities in Bloom's taxonomy, which showed the least reduction in effort when using GenAI?",multiple_choice,D,D,True,True,0.0,,,,,3.0
1Y5j3zzSLiPn,P23,paper,paper4,The Impact of Generative AI on Critical Thinking:Self-Reported Reductions in Cognitive Effort and Confidence Effects From a Survey of Knowledge Workers,no_highlights,2,p4q10,"The authors use the term 'stewardship' rather than 'collaboration' or 'supervision' to describe the human role in GenAI-assisted work. What reasoning do they give for preferring this term, and what does it imply about where accountability sits?",free_text,"The authors use stewardship to emphasize that humans retain ultimate responsibility for validating, adapting, and integrating AI outputs. This framing highlights that, despite AI assistance, accountability remains fully with the human operator, not the system.","The authors use stewardship to emphasize that humans retain ultimate responsibility for validating, adapting, and integrating AI outputs. This framing highlights that, despite AI assistance, accountability remains fully with the human operator, not the system.",,,,1.0,Explicitly states accountability remains with human.,scored,,1.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q1,"After applying all inclusion criteria and filtering, how many articles were ultimately included in the meta-analysis?",multiple_choice,B,B,True,True,0.0,,,,,8.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q2,"The paper states two primary research comparisons it investigates. What are they, and how does the result of one change how you should interpret the other?",free_text,"The study evaluates (1) human vs. XAI-assisted performance and (2) AI-assisted vs. XAI-assisted performance; since no significant difference is found between AI and XAI, the observed gains over human performance should be attributed to AI assistance broadly rather than to the explanatory component.","The study evaluates (1) human vs. XAI-assisted performance and (2) AI-assisted vs. XAI-assisted performance; since no significant difference is found between AI and XAI, the observed gains over human performance should be attributed to AI assistance broadly rather than to the explanatory component.",,,,1.0,Both comparisons + correct interpretation.,scored,,6.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q3,Which of the following was NOT listed as an inclusion criterion for studies to be included in the meta-analysis?,multiple_choice,D,D,True,True,0.0,,,,,10.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q4,"The subgroup analysis compared tabular and text data types. What did the results show for each, and what explanation do the authors offer for the difference?",free_text,"The subgroup analysis shows that tabular data yields no significant improvement (SMD = 0.01), whereas text data produces a significant positive effect (SMD = 0.72); this difference is likely due to the fact that text-based tasks align better with human reasoning processes, allowing more effective human-AI collaboration.","The subgroup analysis shows that tabular data yields no significant improvement (SMD = 0.01), whereas text data produces a significant positive effect (SMD = 0.72); this difference is likely due to the fact that text-based tasks align better with human reasoning processes, allowing more effective human-AI collaboration.",,,,1.0,Correct outcomes + explanation.,scored,,3.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q5,"What was the standardized mean difference (SMD) found when comparing XAI-assisted performance to human performance alone, and was it statistically significant?",multiple_choice,B,B,True,True,0.0,,,,,9.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q6,The authors used a random-effects model rather than a fixed-effect model for the meta-analysis. What was the stated reason for this choice?,multiple_choice,B,B,True,True,0.0,,,,,1.0
1Y5j3zzSLiPn,P23,paper,paper5,A Meta-Analysis of the Utility of Explainable Artificial Intelligence in Human-AI Decision-Making,contextual_highlights,3,p5q7,"The paper identifies two potential mechanisms by which XAI could improve decision-making performance. What are these two mechanisms, and which one did the qualitative review find stronger evidence for?",free_text,"The two proposed mechanisms are (1) increased acceptance of AI recommendations and (2) improved calibration of trust (i.e., distinguishing correct from incorrect AI outputs); the qualitative evidence more strongly supports the first mechanism.","The two proposed mechanisms are (1) increased acceptance of AI recommendations and (2) improved calibration of trust (i.e., distinguishing correct from incorrect AI outputs); the qualitative evidence more strongly supports the first mechanism.",,,,1.0,Both mechanisms + correct dominant one.,scored,,7.0
